code,year,stknme,FS_Combas-A001101000,FS_Combas-A001000000,FS_Combas-A002101000,FS_Combas-A002100000,FS_Combas-A002201000,FS_Combas-A002200000,FS_Combas-A002000000,FS_Combas-A003000000
600023,2017,浙能电力,12807848636.75,112843612015.78,6920000000.0,18288892162.64,23582598267.7,25796273208.49,44085165371.13,68758446644.65
600025,2017,华能水电,1722960200.41,167980439780.44,10029500000.0,39530409978.39,85470165890.0,87448108173.25,126978518151.64,41001921628.8
600026,2017,中远海能,5007754402.14,60384730709.68,2730939723.97,8820021435.13,17272226504.71,23302820208.77,32122841643.9,28261889065.78
600027,2017,华电国际,7482162000.0,216278588000.0,31697106000.0,80317325000.0,62209160000.0,80539770000.0,160857095000.0,55421493000.0
600028,2017,中国石化,165004000000.0,1595504000000.0,54701000000.0,579446000000.0,67754000000.0,161988000000.0,741434000000.0,854070000000.0
600029,2017,南方航空,7250000000.0,218329000000.0,20626000000.0,69577000000.0,6023000000.0,86587000000.0,156164000000.0,62165000000.0
600030,2017,中信证券,98816283657.65,625574643890.17,5991451221.43,,1122187684.55,,472432085067.12,153142558823.05
600031,2017,三一重工,4103646000.0,58237690000.0,2256958000.0,22982542000.0,3366915000.0,8881967000.0,31864509000.0,26373181000.0
600032,2017,浙江新能,,,,,,,,
600033,2017,福建高速,742102129.02,17635189559.25,,3637299227.87,2955300000.0,3449796520.16,7087095748.03,10548093811.22
600035,2017,楚天高速,590583536.56,10634816801.18,504000000.0,1688593179.62,1329800000.0,2919465711.83,4608058891.45,6026757909.73
600036,2017,招商银行,,6297638000000.0,,,,,5814246000000.0,483392000000.0
600037,2017,歌华有线,8574074612.57,15326787026.43,,1474274350.73,,1068392242.35,2542666593.08,12784120433.35
600038,2017,中直股份,3535853787.93,22501369874.02,340000000.0,14247140317.91,55112000.0,735129699.69,14982270017.6,7519099856.42
600039,2017,四川路桥,9567251447.17,73020801372.73,4546500000.0,33565863651.29,24150040509.09,25053495924.34,58619359575.63,14401441797.1
600048,2017,保利发展,67801200965.58,696451750899.16,3066939222.76,362950051111.94,147653850792.91,175262034044.7,538212085156.64,158239665742.52
600050,2017,中国联通,38402165812.0,573617337800.0,24318709902.0,241614197499.0,3473122937.0,24984777186.0,266598974685.0,307018363115.0
600051,2017,宁波联合,686810662.13,6787108167.12,146856116.77,3315178351.35,602747730.0,776175565.98,4091353917.33,2695754249.79
600052,2017,东望时代,898327953.05,5275494337.53,262000000.0,2406791747.47,555000000.0,559001716.77,2965793464.24,2309700873.29
600053,2017,九鼎投资,385411734.53,4753833196.5,370000000.0,2337594313.88,239000000.0,343997737.15,2681592051.03,2072241145.47
600054,2017,黄山旅游,659177473.18,4778383578.13,,402841320.41,2624580.0,172362437.65,575203758.06,4203179820.07
600055,2017,万东医疗,538269620.12,2321740727.31,,393261523.39,4200000.0,26709249.41,419970772.8,1901769954.51
600056,2017,中国医药,3337641288.38,21186136686.04,669900000.0,10390908964.56,,1911392135.88,12302301100.44,8883835585.6
600057,2017,厦门象屿,4830484251.63,45556027737.04,11578413895.04,26635365616.65,1051798971.99,2878015188.19,29513380804.84,16042646932.2
600058,2017,五矿发展,2676336404.0,21498252580.07,4137865405.32,13438765101.43,234000000.0,372713045.67,13811478147.1,7686774432.97
600059,2017,古越龙山,460765373.5,4643168284.08,,628193785.7,1898179.88,6244401.0,634438186.7,4008730097.38
600060,2017,海信视像,2794122999.84,24698133337.66,800000000.0,10286365806.11,6500000.0,110120937.4,10396486743.51,14301646594.15
600061,2017,国投资本,35077756988.64,142404399204.44,1858164918.95,84618880447.22,5564904420.0,18397103250.28,103015983697.5,39388415506.94
600062,2017,华润双鹤,1248135127.64,9437896362.6,,1209163479.5,,380169405.09,1589332884.59,7848563478.01
600063,2017,皖维高新,263944944.38,8861720372.48,1976152500.0,3022316627.61,100000000.0,1015282843.06,4037599470.67,4824120901.81
600064,2017,南京高科,1319432201.87,26121498581.69,3282061000.0,13787987984.26,,1572987800.56,15360975784.82,10760522796.87
600065,2017,*ST 联谊,,,,,,,,
600066,2017,宇通客车,2487707386.22,36165405805.4,770145800.0,18652062045.65,21236150.0,1907485900.18,20559547945.83,15605857859.57
600067,2017,冠城新材,2540905096.68,20927864305.51,852973809.17,8821648613.25,839500000.0,3789147565.18,12610796178.43,8317068127.08
600068,2017,葛洲坝,18981030811.61,186923673743.72,14419747133.0,91363826658.99,27782209574.5,44464531581.97,135828358240.96,51095315502.76
600069,2017,退市银鸽,605082853.8,4005221903.43,677048138.89,1688024193.12,261849349.51,297980439.58,1986004632.7,2019217270.73
600070,2017,*ST 富润,249847649.7,3604815845.44,239000000.0,831068340.66,,173440252.46,1004508593.12,2600307252.32
600071,2017,凤凰光学,175393166.2,931748175.67,70000000.0,439971047.93,,7761725.51,447732773.44,484015402.23
600072,2017,中船科技,1471820646.42,10945048146.16,2096000000.0,4392281464.48,2210000000.0,2490012596.11,6882294060.59,4062754085.57
600073,2017,光明肉业,3134691342.39,11278249190.04,2015550999.79,4838947570.59,583000000.0,943607431.9,5782555002.49,5495694187.55
600074,2017,退市保千,289039461.65,2013832684.46,2346856948.34,3994026708.64,,1198721565.95,5192748274.59,-3178915590.13
600075,2017,新疆天业,287122345.93,8896518345.14,760000000.0,3254859532.51,345000000.0,874757100.72,4129616633.23,4766901711.91
600076,2017,康欣新材,129503152.27,4890281617.76,685424922.0,1249460501.2,602550.0,205468415.5,1454928916.7,3435352701.06
600077,2017,*ST 宋都,2006526483.05,17665562980.92,1100000000.0,10319409448.07,3373180000.0,3415861934.79,13735271382.86,3930291598.06
600078,2017,澄星股份,2724145176.5,7954118709.73,3672300000.0,4784564140.33,979920000.0,1060697791.67,5845261932.0,2108856777.73
600079,2017,人福医药,4019896834.67,35406056077.87,4326133206.34,13041572488.22,4068049093.38,5757991070.07,18799563558.29,16606492519.58
600080,2017,金花股份,41911975.77,1419114899.93,150000000.0,295163139.29,,5525469.32,300688608.61,1118426291.32
600081,2017,东风科技,755606766.14,5431749905.3,247000000.0,3584456960.19,,51925678.34,3636382638.53,1795367266.77
600082,2017,海泰发展,458975149.17,3592639699.56,564000000.0,1639922869.79,,264400000.0,1904322869.79,1688316829.77
600083,2017,*ST 博信,41571444.7,105982503.7,,41424924.08,,369265.16,41794189.24,64188314.46
600084,2017,中信尼雅,769516904.02,2928715278.87,,569687435.93,,4338822.78,574026258.71,2354689020.16
600085,2017,同仁堂,5906978020.08,18708132920.39,377675000.0,4463129110.39,129506120.73,1076897766.05,5540026876.44,13168106043.95
600086,2017,退市金钰,390924618.93,12520579897.9,1707290000.0,5348325584.35,3197800000.0,3941710534.1,9290036118.45,3230543779.45
600087,2017,退市长油,,,,,,,,
600088,2017,中视传媒,803657571.61,1409699247.19,,288146959.19,,,288146959.19,1121552288.0
600089,2017,特变电工,16661598263.04,83597767135.4,6752937984.48,35838083466.19,11705289012.15,13739894502.41,49577977968.6,34019789166.8
600090,2017,退市济堂,1290241034.23,7196607349.65,287600000.0,1039711241.62,,123873271.3,1163584512.92,6033022836.73
600091,2017,退市明科,46559632.77,1196947750.86,,48853817.25,12515134.93,253152882.53,302006699.78,894941051.08
600092,2017,S*ST 精密,,,,,,,,
600093,2017,退市易见,1319161896.2,14866380659.15,2284650000.0,6072521400.49,500010000.0,1520247776.98,7592769177.47,7273611481.68
600094,2017,大名城,2115688526.04,56973304569.96,3203400000.0,29228959484.22,8052897001.07,15079951985.77,44308911469.99,12664393099.97
600095,2017,湘财股份,238703531.83,1094515095.41,7000000.0,147170459.52,178915000.0,183598785.17,330769244.69,763745850.72
600096,2017,云天化,9067933537.92,63556638578.29,23580251685.97,49893957459.22,5210515755.63,8632164248.99,58526121708.21,5030516870.08
600097,2017,开创国际,504542533.75,1801140797.46,,234373630.81,,29939600.6,264313231.41,1536827566.05
600098,2017,广州发展,1325447826.96,38549382719.77,3600000000.0,8462826416.48,4353791051.07,10835597142.42,19298423558.9,19250959160.87
600099,2017,林海股份,173250518.28,555846306.13,,85244360.02,,,85244360.02,470601946.11
600100,2017,同方股份,9766134253.75,63595045565.7,9035043073.07,30344035861.66,4268921667.1,8483770960.08,38827806821.74,24767238743.96
600101,2017,明星电力,492087262.12,3010050189.46,,614799663.08,81000000.0,305832492.06,920632155.14,2089418034.32
600102,2017,莱钢股份,,,,,,,,
600103,2017,青山纸业,783724443.76,4791369175.69,556950000.0,1057542181.27,212154420.0,248846627.97,1306388809.24,3484980366.45
600104,2017,上汽集团,121611119762.58,723533131261.59,15717398963.92,390972507153.72,6894020462.22,60454807309.55,451427314463.27,272105816798.32
600105,2017,永鼎股份,685403846.66,4566811166.8,200000000.0,1483706448.6,170908211.91,240803938.85,1724510387.45,2842300779.35
600106,2017,重庆路桥,593715350.19,6705749016.36,,339179696.9,1745230000.0,2786214433.96,3125394130.86,3580354885.5
600107,2017,ST 尔雅,201592676.81,1192566145.74,255000000.0,542410311.06,46664200.0,56664200.0,599074511.06,593491634.68
600108,2017,亚盛集团,1024048159.38,8040965974.53,830000000.0,1784326993.19,190000000.0,1495907515.44,3280234508.63,4760731465.9
600109,2017,国金证券,11306811285.75,42093220091.18,192259300.0,,,,23205723515.53,18887496575.65
600110,2017,诺德股份,762621169.47,6217121723.82,2095947070.52,3013503670.63,418656742.37,843006372.4,3856510043.03,2360611680.79
600111,2017,北方稀土,5033501000.23,20689759919.49,4309700000.0,6065624408.98,,3913007626.63,9978632035.61,10711127883.88
600112,2017,*ST 天成,187122450.14,2918655018.42,899000000.0,1554507294.71,110050000.0,215991322.22,1770498616.93,1148156401.49
600113,2017,浙江东日,91557908.22,1002773850.65,,168832323.77,166700000.0,166700000.0,335532323.77,667241526.88
600114,2017,东睦股份,392106416.17,3302716595.62,,527704251.45,,52088879.2,579793130.65,2722923464.97
600115,2017,中国东航,4656000000.0,227464000000.0,24959000000.0,80326000000.0,4924000000.0,90620000000.0,170946000000.0,56518000000.0
600116,2017,三峡水利,521973627.44,4962124819.58,153498860.0,1061383672.55,854460900.0,1187029345.02,2248413017.57,2713711802.01
600117,2017,西宁特钢,2099569637.61,24287338902.4,8599736695.41,15236265234.11,4488000000.0,5345647761.06,20581912995.17,3705425907.23
600118,2017,中国卫星,2601667277.67,9743381988.88,282000000.0,3220627292.82,,200433299.69,3421060592.51,6322321396.37
600119,2017,长江投资,197611049.0,2001135353.92,947648118.25,1113438623.49,,25748577.49,1139187200.98,861948152.94
600120,2017,浙江东方,2951302521.18,19114789086.45,1150563347.5,7228096680.72,,1167211530.71,8395308211.43,10719480875.02
600121,2017,郑州煤电,1846585790.66,11260616977.42,3035500000.0,6698803329.46,150000000.0,157164253.79,6855967583.25,4404649394.17
600122,2017,*ST 宏图,6444087613.51,20078760647.69,2956100290.9,9364732611.08,39000000.0,1785829081.84,11150561692.92,8928198954.77
600123,2017,兰花科创,1236985399.66,23562678167.2,5173609526.67,10325455795.87,1956538616.21,3191072370.81,13516528166.68,10046150000.52
600125,2017,铁龙物流,720628059.5,8826871921.91,250000000.0,3286391533.93,75000000.0,256422835.06,3542814368.99,5284057552.92
600126,2017,杭钢股份,4212839327.28,24456948675.27,199023539.7,6952449698.98,747191100.0,764025090.0,7716474788.98,16740473886.29
600127,2017,金健米业,203413917.43,2039237019.48,796300000.0,1096414427.29,1239971.0,146938574.44,1243353001.73,795884017.75
600128,2017,苏豪弘业,558870814.82,3175954888.99,429186681.65,1467245285.26,153739693.08,169407580.13,1636652865.39,1539302023.6
600129,2017,太极集团,1157500336.01,10662435509.78,3725285876.61,8092185105.81,845056368.0,1352897160.76,9445082266.57,1217353243.21
600130,2017,*ST 波导,106161851.07,1059655413.39,,209770697.57,,7123539.17,216894236.74,842761176.65
600131,2017,国网信通,144210048.82,2379276421.23,100000000.0,451067364.67,722080000.0,785218199.89,1236285564.56,1142990856.67
600132,2017,重庆啤酒,688838431.13,3506183194.5,,1706812971.84,,634110149.61,2340923121.45,1165260073.05
600133,2017,东湖高新,2826564829.55,22824911755.13,1294467802.0,13278828365.03,4583014536.21,5271330287.27,18550158652.3,4274753102.83
600135,2017,乐凯胶片,311094668.96,2362423493.98,342481353.87,639041652.2,,21096133.28,660137785.48,1702285708.5
600136,2017,ST 明诚,560326563.99,5126211228.4,591680000.0,1175785237.75,200000000.0,1204476950.8,2380262188.55,2745949039.85
600137,2017,浪莎股份,292871660.83,651884314.07,,173652702.29,,1487500.0,175140202.29,476744111.78
600138,2017,中青旅,1161186457.93,13021238036.77,1824400305.54,4977155118.93,533263688.36,557236583.93,5534391702.86,7486846333.91
600139,2017,*ST 西源,649443051.78,4936071806.88,20000000.0,1714445514.47,1636065564.76,2315045384.43,4029490898.9,906580907.98
600141,2017,兴发集团,965698177.89,21743243861.13,5815996675.78,10251778645.18,3218982337.08,4374795857.84,14626574503.02,7116669358.11
600143,2017,金发科技,1278249199.49,20750139542.46,3022457791.58,7142722213.97,401394599.02,3560724205.63,10703446419.6,10046693122.86
600145,2017,退市新亿,879077.4,861650507.97,,105649473.44,,130261265.81,235910739.25,625739768.72
600146,2017,退市环球,571981561.19,4206413034.27,210736615.2,784363725.07,112707860.48,435140626.41,1219504351.48,2986908682.79
600148,2017,长春一东,95311402.53,1030929964.18,,448601537.72,,102560516.1,551162053.82,479767910.36
600149,2017,廊坊发展,183055346.74,331698747.59,100000000.0,127287112.68,,39286.04,127326398.72,204372348.87
600150,2017,中国船舶,15994820997.34,52326571319.72,2801000000.0,18886499782.28,11851560000.0,18445088416.22,37331588198.5,14994983121.22
600151,2017,航天机电,2910271868.67,13093581627.32,940000000.0,6024412729.93,1020664000.0,1221393831.44,7245806561.37,5847775065.95
600152,2017,维科技术,248191745.42,2718301490.86,304000000.0,1257619668.04,,64061278.12,1321680946.16,1396620544.7
600153,2017,建发股份,16439870454.43,175295147504.0,7214370948.26,83857448968.09,26015344880.47,47700517427.28,131557966395.37,43737181108.63
600155,2017,华创云信,5098434229.53,38388825463.21,25000000.0,19009627226.04,,4145017331.84,23154644557.88,15234180905.33
600156,2017,华升股份,179872558.57,1038694754.28,29000000.0,354769522.59,,30137098.93,384906621.52,653788132.76
600157,2017,永泰能源,7270968081.92,107172829976.77,13193380581.42,39257459394.2,15854040427.42,39126259443.02,78383718837.22,28789111139.55
600158,2017,中体产业,609444141.13,3855224982.23,22279488.0,1822040552.47,105000000.0,110371657.54,1932412210.01,1922812772.22
600159,2017,大龙地产,598665806.4,3367396864.79,110000000.0,986881111.66,110000000.0,110000000.0,1096881111.66,2270515753.13
600160,2017,巨化股份,1797351518.54,12948755748.41,258273272.65,1868284063.39,,198530877.97,2066814941.36,10881940807.05
600161,2017,天坛生物,1760563489.86,3665745448.35,,274321628.24,200000000.0,207134398.38,481456026.62,3184289421.73
600162,2017,香江控股,4877024547.81,18376655024.54,620000000.0,8749608752.62,787521248.15,1541893465.66,10291502218.28,8085152806.26
600163,2017,中闽能源,296922899.53,3707345479.72,80000000.0,613014860.53,1252691265.7,1279290882.63,1892305743.16,1815039736.56
600165,2017,ST 宁科,314462239.3,2299043963.84,510000000.0,1278130536.73,,697070.56,1278827607.29,1020216356.55
600166,2017,福田汽车,3216807029.95,62419412206.8,9447240894.1,38092285732.65,2824963412.98,5283905204.44,43376190937.09,19043221269.71
600167,2017,联美控股,5424493287.75,11136330015.53,,1588957050.23,88933231.87,2388199896.64,3977156946.87,7159173068.66
600168,2017,武汉控股,655456501.67,10471797260.18,980000000.0,2937088489.23,1447467852.4,2511757603.07,5448846092.3,5022951167.88
600169,2017,太原重工,3295750477.84,30405677802.55,8584555000.0,21061618278.27,3476406167.74,5180104659.81,26241722938.08,4163954864.47
600170,2017,上海建工,54228260521.95,195685208451.92,3302255999.83,129277253441.14,28976089948.81,36052844719.97,165330098161.11,30355110290.81
600171,2017,上海贝岭,1257394788.24,2747915332.57,52227860.6,272336760.7,,54377907.13,326714667.83,2421200664.74
600172,2017,黄河旋风,853352671.2,11065073914.25,2009300000.0,3789244689.38,441000000.0,2103323929.2,5892568618.58,5172505295.67
600173,2017,卧龙新能,1870091364.77,5762124998.09,1000000.0,3101177901.13,2000000.0,618994044.28,3720171945.41,2041953052.68
600175,2017,退市美都,3363316268.07,17352197571.83,3539349770.0,5683638101.14,,436273780.08,6119911881.22,11232285690.61
600176,2017,中国巨石,1842063467.32,24791808201.34,4493031536.79,7819976985.42,2624378680.0,4418417953.49,12238394938.91,12553413262.43
600177,2017,雅戈尔,7163932648.65,66918835825.74,15255721302.0,40759407890.81,1076950000.0,1730789777.23,42490197668.04,24428638157.7
600178,2017,东安动力,80761021.95,3813642412.24,386000000.0,1863639213.17,,73548532.88,1937187746.05,1876454666.19
600179,2017,安通控股,887111016.82,8680048642.34,1009090000.0,3545062970.28,,2136123062.52,5681186032.8,2998862609.54
600180,2017,瑞茂通,3310263254.08,21159781932.78,3604111619.27,12583474439.5,,3342271454.62,15925745894.12,5234036038.66
600181,2017,S*ST 云大,,,,,,,,
600182,2017,S 佳通,96342557.93,2788795739.35,177805826.43,895921880.34,319080440.0,320152128.76,1216074009.1,1572721730.25
600183,2017,生益科技,2215312164.92,12840963367.92,1419240167.74,4087460543.1,771971984.0,2335119843.02,6422580386.12,6418382981.8
600184,2017,光电股份,924635202.0,3823641351.83,100000000.0,1444215182.03,,89725593.25,1533940775.28,2289700576.55
600185,2017,珠免集团,2795828321.93,27333756609.64,295000000.0,8071807407.06,5865672717.18,11432541280.92,19504348687.98,7829407921.66
600186,2017,莲花控股,16109820.58,1889231700.08,71614040.0,1977261521.85,,22750818.24,2000012340.09,-110780640.01
600187,2017,国中水务,810964910.38,4589640056.76,,319565037.15,565600000.0,613586222.05,933151259.2,3656488797.56
600188,2017,兖矿能源,28568253000.0,194887291000.0,10339530000.0,63167502000.0,31542621000.0,54438423000.0,117605925000.0,77281366000.0
600189,2017,泉阳泉,625132231.73,6123754536.41,1056000000.0,2648825218.67,741980000.0,863919355.13,3512744573.8,2611009962.61
600190,2017,*ST 锦港,659665645.98,15585584733.96,2639800000.0,5011414054.73,2519110000.0,4435242080.05,9446656134.78,6138928599.18
600191,2017,华资实业,45565071.43,2397376506.72,137500000.0,171640193.62,,167799588.22,339439781.84,2057936724.88
600192,2017,长城电工,467041239.07,4689745014.23,1096745737.85,2275388297.14,34585600.0,341797179.29,2617185476.43,2072559537.8
600193,2017,*ST 创兴,61560867.02,279122411.67,,97482565.05,,,97482565.05,181639846.62
600195,2017,中牧股份,495506981.87,6269255066.5,51168134.0,1100189643.68,,1247321237.94,2347510881.62,3921744184.88
600196,2017,复星医药,7248867212.46,61971008797.38,9714866318.58,16600472461.86,5579513665.14,15629082404.32,32229554866.18,29741453931.2
600197,2017,伊力特,1402473753.08,3068967817.03,,814251856.9,,18325734.83,832577591.73,2236390225.3
600198,2017,大唐电信,1365132884.29,8728051514.48,2434933824.55,7108588573.9,524953175.48,1577276089.62,8685864663.52,42186850.96
600199,2017,金种子酒,1004423387.87,3133971822.77,,724997049.14,,156571225.63,881568274.77,2252403548.0
600200,2017,*ST 苏吴,769682469.38,4634581387.8,731130149.2,1478318585.06,88000000.0,224869651.95,1703188237.01,2931393150.79
600201,2017,生物股份,2451759642.99,5683574192.65,,1061414597.96,2580000.0,144222950.0,1205637547.96,4477936644.69
600202,2017,哈空调,177030599.47,1651495913.65,130000000.0,1040381757.5,1740918.18,15417286.36,1055799043.86,595696869.79
600203,2017,福日电子,660245979.86,5344590124.47,566453413.52,3114648101.02,35512000.0,103962370.89,3218610471.91,2125979652.56
600205,2017,S 山东铝,,,,,,,,
600206,2017,有研新材,728818229.0,3332196308.31,,177159605.85,73000000.0,136959460.1,314119065.95,3018077242.36
600207,2017,安彩高科,238148746.11,2327987185.51,,332709530.87,,55889717.57,388599248.44,1939387937.07
600208,2017,衢州发展,17808436943.64,124569083000.82,2734058176.24,37324257160.18,30466660301.1,54345240526.59,91669497686.77,32899585314.05
600209,2017,退市罗顿,34519015.18,848246877.62,,162104533.75,,,162104533.75,686142343.87
600210,2017,紫江企业,1003996878.71,10038000949.63,3337628529.48,4984448685.46,502000000.0,549218404.55,5533667090.01,4504333859.62
600211,2017,西藏药业,315406264.22,2330044648.73,,264264305.93,,20377565.67,284641871.6,2045402777.13
600212,2017,绿能慧充,134087000.73,795755423.93,,40735237.69,,,40735237.69,755020186.24
600213,2017,*ST 亚星,342776818.36,4714786922.77,389807027.78,2907281907.09,1477309174.0,1548401997.67,4455683904.76,259103018.01
600215,2017,派斯林,160099854.6,3180438947.97,,742539690.46,,6238247.83,748777938.29,2431661009.68
600216,2017,浙江医药,1417251846.3,9793411768.06,275000000.0,1817120361.16,120004600.0,197116514.56,2014236875.72,7779174892.34
600217,2017,中再资环,577384991.15,4824324962.44,1908450000.0,2353747390.85,141000000.0,781076610.97,3134824001.82,1689500960.62
600218,2017,全柴动力,227541730.67,3739680865.45,18000000.0,1726038338.24,,60230486.48,1786268824.72,1953412040.73
600219,2017,南山铝业,5571469252.53,46040522399.29,2511845115.68,7555424405.33,356133700.0,3825136358.15,11380560763.48,34659961635.81
600220,2017,ST 阳光,954898800.78,4721753325.44,1237671000.0,2404288900.98,,-631615.48,2403657285.5,2318096039.94
600221,2017,海航控股,36391287000.0,197347888000.0,23906887000.0,68177587000.0,28992986000.0,55212982000.0,123390569000.0,73957319000.0
600222,2017,太龙药业,569055882.6,2808176704.46,473950000.0,707742231.03,588000000.0,592190004.09,1299932235.12,1508244469.34
600223,2017,福瑞达,2555762325.65,43394898932.65,,34675049710.6,4103600822.24,6099202596.73,40774252307.33,2620646625.32
600225,2017,退市卓朗,1344072432.76,14820874130.08,1267958750.0,9108681518.12,3590992925.0,3819416345.56,12928097863.68,1892776266.4
600226,2017,亨通股份,847515962.19,5453998694.25,622050000.0,1105579697.95,116741601.9,144241805.68,1249821503.63,4204177190.62
600227,2017,赤天化,426422878.47,6914423605.99,330000000.0,1812634366.08,429000000.0,463991301.13,2276625667.21,4637797938.78
600228,2017,*ST 返利,65682642.6,317397415.59,58000000.0,163750267.38,,33951254.57,197701521.95,119695893.64
600229,2017,城市传媒,875683585.68,3528992841.92,,1169857799.86,,38409392.39,1208267192.25,2320725649.67
600230,2017,沧州大化,725369664.87,4343981704.23,133000000.0,1276639782.42,,24272001.97,1300911784.39,3043069919.84
600231,2017,凌钢股份,2036189422.69,14771412132.41,1938513000.0,6592781091.66,242400000.0,1791984322.85,8384765414.51,6386646717.9
600232,2017,金鹰股份,317446001.76,1773169153.14,130106030.08,571717355.56,,4350308.33,576067663.89,1197101489.25
600233,2017,圆通速递,4173561882.35,14143164000.66,656886701.59,4464126817.24,,316301149.14,4780427966.38,9362736034.28
600234,2017,科新发展,5768365.73,476755388.58,105807518.0,271944147.8,,116151773.35,388095921.15,88659467.43
600235,2017,民丰特纸,99525851.72,2234663159.35,532228297.96,806221316.1,24999999.98,132626304.34,938847620.44,1295815538.91
600236,2017,桂冠电力,2067737135.12,41277005869.58,1330000000.0,5737457520.16,17796527272.06,18724088824.87,24461546345.03,16815459524.55
600237,2017,铜峰电子,385182870.46,2014050394.45,320000000.0,713259101.03,,29701286.7,742960387.73,1271090006.72
600238,2017,*ST 椰岛,503625753.9,1928741261.16,178000000.0,894764611.45,209000000.0,275195350.09,1169959961.54,758781299.62
600239,2017,云南城投,5333067887.58,78803015018.43,1295800000.0,38663121113.93,25490748573.04,31326269461.15,69989390575.08,8813624443.35
600240,2017,退市华业,1838388808.16,20853059375.52,2312380000.0,6192443532.31,3244300000.0,7860722308.92,14053165841.23,6799893534.29
600241,2017,时代万恒,1096005151.38,2842825251.49,649559309.58,1060509647.98,199684913.05,301401381.98,1361911029.96,1480914221.53
600242,2017,退市中昌,674108685.35,3086752299.08,335700000.0,970662753.04,125000000.0,135732919.99,1106395673.03,1980356626.05
600243,2017,*ST 海华,100286697.5,2952942447.66,468700000.0,984138960.7,8000000.0,89191145.67,1073330106.37,1879612341.29
600246,2017,万通发展,3022973432.17,13359993217.29,,4971455352.5,1131000000.0,1190937154.47,6162392506.97,7197600710.32
600247,2017,*ST 成城,1440340.23,898107769.54,148939344.95,719826167.09,,165427531.22,885253698.31,12854071.23
600248,2017,陕建股份,1094441743.43,5545320264.64,,3491362975.19,,2937650.13,3494300625.32,2051019639.32
600249,2017,两面针,152639668.81,2705659117.12,136000000.0,740886928.75,69000000.0,207303357.69,948190286.44,1757468830.68
600250,2017,南京商旅,379011349.03,1812626928.75,525621853.96,1390459627.94,,3933500.0,1394393127.94,418233800.81
600251,2017,冠农股份,654445373.14,5045660131.78,1667873130.6,2275097985.03,387943378.57,464536897.82,2739634882.85,2306025248.93
600252,2017,中恒集团,1700640621.85,6863591619.73,,1069359548.09,,197513158.61,1266872706.7,5596718913.03
600253,2017,天方药业,,,,,,,,
600255,2017,鑫科材料,730267704.25,5886436677.51,548800000.0,1773722254.35,300000000.0,464844484.57,2238566738.92,3647869938.59
600256,2017,广汇能源,2006308021.59,44805764785.36,4940649800.0,16606645784.16,9249061875.15,13887501887.89,30494147672.05,14311617113.31
600257,2017,大湖股份,271702841.74,1682509961.69,81170000.0,309261488.78,1000000.0,35892379.44,345153868.22,1337356093.47
600258,2017,首旅酒店,1450116837.1,16847195796.9,840000000.0,3817610449.75,3093000000.0,5402413808.03,9220024257.78,7627171539.12
600259,2017,广晟有色,660226718.21,4351209135.93,1003587114.04,1814833453.61,330000000.0,397317274.22,2212150727.83,2139058408.1
600260,2017,*ST 凯乐,739124584.22,18618192582.74,3289178888.89,11937415276.18,337760410.31,1562000088.29,13499415364.47,5118777218.27
600261,2017,阳光照明,1972151114.25,6496739954.45,47649263.65,2483592068.12,338945341.16,523166865.1,3006758933.22,3489981021.23
600262,2017,北方股份,369255421.9,2038748440.24,300000000.0,983610808.37,,103563089.54,1087173897.91,951574542.33
600263,2017,路桥建设,,,,,,,,
600265,2017,ST 景谷,7228195.2,322457638.41,,104223823.57,,192437203.03,296661026.6,25796611.81
600266,2017,城建发展,12075699747.49,98208770176.85,10000000.0,33418995747.24,26691870187.55,42616719372.16,76035715119.4,22173055057.45
600267,2017,海正药业,2314371936.66,21636418678.91,5276521849.0,8080988712.06,2972515090.27,5680146483.7,13761135195.76,7875283483.15
600268,2017,国电南自,820682722.52,9600820950.99,2041400000.0,6446305863.97,250000000.0,290954718.46,6737260582.43,2863560368.56
600269,2017,赣粤高速,3439801445.22,34086504037.79,1800000000.0,4664567723.2,806000000.0,13395642689.83,18060210413.03,16026293624.76
600270,2017,外运发展,4908498586.65,10069988424.78,167180000.0,1850513481.3,,32918399.95,1883431881.25,8186556543.53
600271,2017,航天信息,10025611978.23,19501053250.66,19070000.0,4949471387.05,42000000.0,2265130513.47,7214601900.52,12286451350.14
600272,2017,开开实业,163048301.79,1041907254.63,,308299623.17,,231390418.17,539690041.34,502217213.29
600273,2017,嘉化能源,1432185339.75,8642081293.21,138765461.36,1829665524.58,,330379366.54,2160044891.12,6482036402.09
600275,2017,退市昌鱼,69153743.88,329950093.33,,101129115.15,80000000.0,80200000.0,181329115.15,148620978.18
600276,2017,恒瑞医药,4267086651.79,18039384776.48,,2050398695.84,,45771255.41,2096169951.25,15943214825.23
600277,2017,ST 亿利,9441906020.91,29185504551.37,2388750000.0,7684617465.15,716250000.0,5748838079.41,13433455544.56,15752049006.81
600278,2017,东方创业,2712791938.92,8535295575.75,341556008.7,3777550724.3,,396574717.17,4174125441.47,4361170134.28
600279,2017,重庆港,1304971626.45,8526647837.49,900000000.0,2158832394.2,1357500000.0,1608346812.78,3767179206.98,4759468630.51
600280,2017,中央商场,2130606946.79,17659109458.88,7133220166.67,14400693177.68,1011200000.0,1385196255.25,15785889432.93,1873220025.95
600281,2017,华阳新材,132296462.99,1710803517.05,37000000.0,933235154.23,200000000.0,203200000.0,1136435154.23,574368362.82
