code,listing_year,industry
688560,2020,C
688561,2020,I
688562,2023,I
688563,2023,C
688565,2021,N
688566,2020,C
688567,2020,C
688568,2020,I
688569,2020,C
688570,2023,C
688571,2020,C
688573,2023,C
688575,2021,C
688576,2023,C
688577,2020,C
688578,2020,C
688579,2020,I
688580,2020,C
688581,2023,C
688582,2023,C
688584,2024,C
688585,2020,C
688586,2020,C
688588,2020,I
688589,2020,I
688590,2020,I
688591,2023,C
688592,2023,C
688593,2023,C
688595,2020,C
688596,2020,C
688597,2021,C
688598,2020,C
688599,2006,C
688600,2020,C
688601,2021,C
688602,2023,C
688603,2023,C
688606,2021,C
688607,2021,C
688608,2020,C
688609,2021,C
688610,2023,C
688611,2021,C
688612,2023,C
688613,2021,C
688616,2021,C
688617,2021,C
688618,2020,C
688619,2021,I
688620,2023,C
688621,2021,M
688622,2021,C
688623,2023,C
688625,2021,C
688626,2021,C
688627,2023,C
688628,2021,C
688629,2023,C
688630,2021,C
688631,2023,I
688633,2021,C
688636,2021,C
688638,2023,C
688639,2021,C
688646,2023,C
688648,2023,C
688651,2023,I
688652,2023,C
688653,2023,C
688655,2021,C
688656,2021,C
688657,2023,I
688658,2020,C
688659,2021,C
688660,2021,C
688661,2021,C
688662,2021,C
688663,2021,C
688665,2021,C
688667,2021,C
688668,2020,C
688669,2021,C
688670,2021,C
688671,2023,C
688676,1998,C
688677,2021,C
688678,2020,C
688679,2020,N
688680,2021,C
688681,2021,C
688682,2021,I
688683,2021,C
688685,2021,C
688686,2020,C
688687,2021,C
688689,2021,C
688690,2021,C
688693,2023,C
688696,2021,C
688697,2021,C
688698,2020,C
688699,2020,I
688700,2021,C
688701,2021,N
688702,2023,I
688707,2021,C
688709,2024,C
688711,2021,C
688716,2023,C
688717,2024,C
688718,2021,C
688719,2023,C
688720,2023,C
688721,2024,C
688722,2021,C
688728,2021,C
688733,2021,C
688737,2021,C
688739,2021,C
688766,2021,C
688767,2021,C
688768,2021,C
688772,2021,C
688776,2021,C
688777,2020,I
688778,2021,C
688779,2021,C
688786,2021,C
688787,2021,I
688788,2020,C
688789,2021,C
688793,2021,C
688798,2021,C
688799,2021,C
688800,2021,C
688819,2021,C
688981,2004,C
689009,2020,C
830779,2023,C
830799,2020,I
830809,2023,C
830832,2021,C
830839,2020,C
830879,2022,C
830896,2023,C
830946,2020,C
830964,2020,C
830974,2023,C
831010,2020,D
831039,2021,M
831087,2022,A
831152,2022,C
831167,2022,C
831175,2023,I
831195,2022,C
831278,2022,C
831304,2023,C
831305,2021,C
831370,2020,N
831396,2024,C
831445,2020,C
831526,2022,C
831627,2023,C
831641,2022,C
831689,2022,C
831726,2021,C
831768,2021,C
831832,2021,I
831834,2022,C
831855,2022,C
831856,2020,C
831906,2023,C
831961,2020,C
832000,2020,C
832023,2023,C
832089,2021,C
832110,2022,C
832145,2021,N
832149,2023,F
832171,2021,I
832175,2023,C
832225,2021,C
832278,2020,C
832317,2020,M
832419,2022,C
832469,2023,C
832471,2023,C
832491,2022,C
832522,2023,C
832566,2021,C
832651,2023,C
832662,2022,C
832735,2021,C
832786,2023,A
832802,2023,C
832876,2022,C
832885,2021,C
832978,2023,C
832982,2023,C
833030,2023,I
833075,2022,C
833171,2022,G
833230,2022,C
833266,2020,C
833284,2023,C
833346,2022,C
833394,2023,C
833427,2021,M
833429,2022,C
833454,2021,C
833455,2023,C
833509,2021,C
833523,2021,C
833533,2022,C
833575,2023,C
833580,2022,C
833751,2023,C
833781,2022,C
833819,2020,C
833873,2021,M
833874,2020,C
833914,2022,C
833943,2022,C
833994,2020,C
834014,2022,C
834021,2020,I
834033,2022,C
834058,2023,C
834062,2022,C
834261,2023,C
834407,2023,C
834415,2020,I
834475,2020,C
834599,2021,C
834639,2022,C
834682,2020,C
834765,2021,C
834770,2023,C
834950,2023,C
835174,2021,C
835179,2022,C
835184,2020,I
835185,2020,C
835207,2022,I
835237,2022,C
835305,2021,I
835368,2020,C
835438,2024,C
835508,2020,I
835579,2023,C
835640,2020,C
835670,2020,I
835857,2023,C
835892,2022,C
835985,2022,C
836077,2021,C
836149,2020,C
836208,2023,M
836221,2023,C
836239,2021,C
836247,2022,C
836260,2021,C
836263,2020,N
836270,2022,C
836395,2022,C
836414,2022,C
836419,2023,C
836422,2023,C
836433,2020,C
836504,2023,C
836547,2023,C
836675,2020,C
836699,2023,C
836717,2023,C
836720,2021,C
836807,2022,C
836826,2021,C
836871,2022,C
836892,2021,M
836942,2022,C
836957,2022,C
836961,2023,C
837006,2023,C
837023,2024,C
837046,2022,C
837092,2021,I
837174,2023,C
837212,2021,C
837242,2020,L
837344,2021,C
837403,2024,A
837592,2023,I
837663,2023,C
837748,2023,I
837821,2022,C
838030,2020,F
838163,2020,C
838171,2022,C
838227,2022,I
838262,2022,C
838275,2021,C
838402,2022,C
838670,2022,C
838701,2023,C
838810,2022,C
838837,2023,C
838924,2021,I
838971,2022,C
839167,2020,C
839273,2023,C
839371,2023,C
839493,2023,I
839680,2021,I
839719,2023,C
839725,2022,C
839729,2020,C
839790,2022,I
839792,2023,C
839946,2021,C
870199,2022,C
870204,2022,C
870299,2022,C
870357,2022,C
870436,2021,C
870508,2022,C
870656,2024,C
870726,2023,C
870866,2022,C
870976,2023,C
871245,2022,C
871263,2023,C
871396,2020,C
871478,2023,C
871553,2021,C
871634,2022,C
871642,2021,C
871694,2023,C
871753,2022,M
871857,2022,C
871970,2022,C
871981,2021,C
872190,2022,C
872351,2022,G
872374,2022,C
872392,2022,C
872541,2023,C
872808,2022,C
872895,2023,C
872925,2021,C
872931,2024,C
872953,2023,I
873001,2022,C
873122,2022,M
873132,2023,C
873152,2023,C
873167,2023,C
873169,2022,C
873223,2022,C
873305,2022,C
873339,2022,C
873527,2022,C
873570,2023,C
873576,2023,C
873593,2023,C
873665,2023,C
873679,2023,C
873690,2024,C
873693,2023,C
873703,2023,C
873706,2024,C
873726,2023,C
873806,2024,I
873833,2023,C
