code,year,stknme,FS_Combas-A001101000,FS_Combas-A001000000,FS_Combas-A002000000,FS_Combas-A002100000,FS_Combas-A002200000,FS_Combas-A002101000,FS_Combas-A002201000,FS_Combas-A003000000,FS_Comins-B002000000,Shrcr1,Shrhfd5,listing_year
2200.0,2015,*ST 交投,294472978.7,2884632254.48,1959099451.84,1907192693.38,51906758.46,1058773705,0,925532802.64,37037573.82,21.1038,0.05927,2007.0
2201.0,2015,九鼎新材,42037983.94,2137561682.61,1256448678.43,812863034.95,443585643.48,298130160,363989121.62,881113004.18,15376649.52,46.848,0.222038,2007.0
2202.0,2015,金风科技,6306371273.24,52572400849.09,35181796963.08,19668679637.26,15513117325.82,1319474042.56,8388570741.09,17390603886.01,2875391187.85,18.2328,0.071051,2007.0
2203.0,2015,海亮股份,1311823003.9,9219727328.02,5086392342.17,3950816357.69,1135575984.48,2094571879.48,1131301328.99,4133334985.85,478644124.76,49.0141,0.283727,2008.0
2204.0,2015,大连重工,1388492871.54,17127586355.44,10597136647.23,9617405764.09,979730883.14,208282226.96,400000000,6530449708.21,5992233.51,61.4572,0.381214,2008.0
2205.0,2015,国统股份,342547717.98,1677431412.58,718104148.66,557219481.15,160884667.51,300000000,126000000,959327263.92,-60868871.43,30.2078,0.095286,2008.0
2206.0,2015,海利得,692261717.3,3637949944.22,1512672808.71,1464378208.83,48294599.88,950153208.98,0,2125277135.51,197932423.6,25.2796,0.094266,2008.0
2207.0,2015,准油股份,150132205.24,988542022.94,552669211.46,427667411.46,125001800,192534090.44,125001800,435872811.48,-184084188.94,16.8327,0.033734,2008.0
2208.0,2015,合肥城建,1079179570.53,6697361942.61,5048129770.99,3504235414.84,1543894356.15,0,1530000000,1649232171.62,87824196.87,57.8932,0.33618,2008.0
2209.0,2015,达意隆,254291459.42,1609386864.06,947921492.83,916023178.02,31898314.81,140000000,10277180.48,661465371.23,12804241.74,30.9231,0.114193,2008.0
2210.0,2015,飞马国际,11388673948.35,21465062573.53,18212989890.03,17517362640.3,695627249.73,3542463297.98,656004349.75,3252072683.5,227600545.13,50.0595,0.286562,2008.0
2211.0,2015,ST 宏达,22546249.52,1033894296.49,241454661.01,241454661.01,0,25000000,0,792439635.48,-60040434.49,38.2124,0.147105,2008.0
2212.0,2015,天融信,360093149.58,3155616621.48,1357364612.03,678381682.02,678982930.01,310000000,7067762,1798252009.45,56380508.8,54.6283,0.298765,2008.0
2213.0,2015,大为股份,97853610.87,440315739.27,90371380.84,88004599.78,2366781.06,0,0,349944358.43,10922537.47,15.6889,0.048632,2008.0
2214.0,2015,*ST 大立,205259114.76,1418705548.95,462408769.84,427747012.06,34661757.78,140000000,0,956296779.11,32206114.78,29.0987,0.087744,2008.0
2215.0,2015,诺普信,633664725.75,3077048668.59,1308456160.43,1277765541.31,30690619.12,0,0,1768592508.16,233223496.39,29.6474,0.110938,2008.0
2216.0,2015,三全食品,604056818.05,3841371714.35,1956276502.55,1739291623.6,216984878.95,279872000,0,1885095211.8,34902663.65,10.4796,0.046515,2008.0
2217.0,2015,*ST 合泰,864311774.11,9154653463.77,3621744504.32,3332230992.97,289513511.35,1332792445.51,27000000,5532908959.45,217180196.61,21.644,0.067546,2008.0
2218.0,2015,拓日新能,214943466.99,4248471588,1641057238.42,1122530067.56,518527170.86,289100936.02,142686440.74,2607414349.58,31061735.61,32.5529,0.120287,2008.0
2219.0,2015,新里程,1015310361.87,4780346616.33,977438627.07,867625002.89,109813624.18,119800000,0,3802907989.26,322110490.76,41.9831,0.182658,2008.0
2220.0,2015,天宝退,368990922.37,4569768880.41,2663729955.41,1190733902.06,1472996053.35,126306827.78,1297137720,1906038925,155500745.01,31.9568,0.151244,2008.0
2221.0,2015,东华能源,3342169533.93,14897057699.92,11656791515.03,7516753590.25,4140037924.78,5142106537.29,2951414335.44,3240266184.89,405559780.93,23.4969,0.079684,2008.0
2222.0,2015,福晶科技,95141418.85,694156173.91,66274983.53,42959983.33,23315000.2,0,0,627881190.38,36050367.95,26.6054,0.07294,2008.0
2223.0,2015,鱼跃医疗,461363872.34,2925874294.92,793658614.32,696463905.28,97194709.04,197700000,0,2132215680.6,366681058.78,30.3236,0.11863,2008.0
2224.0,2015,三力士,860366894.91,1580393452.92,124623493.78,124623493.78,0,17000000,0,1455769959.14,244222746.12,35.0551,0.124377,2008.0
2225.0,2015,濮耐股份,124861072.39,5154854960.11,2520594246.09,1888080576.88,632513669.21,411000000,0,2634260714.02,88804023.89,16.122,0.052616,2008.0
2226.0,2015,江南化工,323856127.76,4635330513.44,1025742258.5,785749927.61,239992330.89,489938800,0,3609588254.94,70434462.75,33.2272,0.133816,2008.0
2227.0,2015,奥特迅,171343413.84,1009476458.21,231433461.2,203672256.01,27761205.19,0,0,778042997.01,8779746.74,58.8832,0.34852,2008.0
2228.0,2015,合兴包装,321004428.26,2983192637.64,1372392726.56,1073991345.5,298401381.06,522952280,0,1610799911.08,123149081.47,38.0809,0.160673,2008.0
2229.0,2015,鸿博股份,512170628.61,2043636332.06,996926731.06,893477617.98,103449113.08,330000000,70952916.83,1046709601,16960874.36,16.7043,0.04446,2008.0
2230.0,2015,科大讯飞,2644743656.07,8390341360.23,1867173804.2,1601042449.71,266131354.49,222000000,37437759.25,6523167556.03,436584277.88,13.9278,0.028489,2008.0
2231.0,2015,*ST 奥维,132965713.95,849458366.09,187435742.33,172468744.02,14966998.31,20000000,0,662022623.76,4728791.44,25.3643,0.099545,2008.0
2232.0,2015,启明信息,717221975.64,1681767959.21,599436039.13,494250450.97,105185588.16,0,0,1082331920.08,4493119.07,48.6734,0.242119,2008.0
2233.0,2015,塔牌集团,360158166.62,6034951428,1654311413.49,1438959605.25,215351808.24,495000000,0,4380640014.51,380465668.99,20.3006,0.110811,2008.0
2234.0,2015,民和股份,233985361.61,1809056949.81,932393430.22,683402763.55,248990666.67,512000000,174000000,876663519.59,-315527313.77,37.8451,0.147996,2008.0
2235.0,2015,安妮股份,121892188.24,647466055.91,255419229.19,254701093.19,718136,95388404.16,0,392046826.72,14435939.43,25.8901,0.083414,2008.0
2236.0,2015,大华股份,1755784045.5,11503470826.65,4937083469.75,4794784234.94,142299234.81,500000000,0,6566387356.9,1381123509.9,41.2504,0.176657,2008.0
2237.0,2015,恒邦股份,1476261782.97,11788443851.51,8117320055.35,6851329679.87,1265990375.48,2970617588.49,81170000,3671123796.16,162974213.25,35.8748,0.134669,2008.0
2238.0,2015,天威视讯,1631593371.36,3580339149.86,966505782.6,888029818.76,78475963.84,0,0,2613833367.26,280726573.85,57.7729,0.344234,2008.0
2239.0,2015,奥特佳,596375166.8,6695045743.17,2853887929.1,2205990415.58,647897513.52,588072858.79,468200000,3841157814.07,223216184.9,16.7339,0.08259,2008.0
2240.0,2015,盛新锂能,139932368.5,2402028192.03,1002070780.98,800114883.91,201955897.07,392170000,197858120,1399957411.05,-198879987.54,28.5254,0.09144,2008.0
2241.0,2015,歌尔股份,4378758466.35,19247946022.32,9750973696.85,5899874039.02,3851099657.83,2276882812.28,1589304920.98,9496972325.47,1240405414.7,25.5512,0.097826,2008.0
2242.0,2015,九阳股份,1148103354.75,5890597026.09,2532009832.87,2508413368.29,23596464.58,0,0,3358587193.22,670924491.13,48.1985,0.264028,2008.0
2243.0,2015,力合科创,85167088.06,1756629367.49,263202507.04,219145232.62,44057274.42,3000000,0,1493426860.45,13111401.17,51.515,0.269467,2008.0
2244.0,2015,滨江集团,3575247517.07,42230217558.73,31294858062.02,25092598916.09,6202259145.93,0,5302000000,10935359496.71,1503856537.98,45.3077,0.230632,2008.0
2245.0,2015,蔚蓝锂芯,166072277.35,2487795332.55,573857023.71,299739911.17,274117112.54,83561825.64,0,1913938308.84,279131752.36,33.6097,0.121214,2008.0
2246.0,2015,北化股份,111107554.36,1591171781.84,392799440.32,331303685.1,61495755.22,0,0,1198372341.52,59785952.81,16.1546,0.064698,2008.0
2247.0,2015,聚力文化,87897786.09,1333798986.06,253876085.23,217732638.72,36143446.51,0,0,1079922900.83,86411194.6,18.5077,0.047063,2008.0
2248.0,2015,华东数控,127123424.07,2160390308.56,1213958952.03,1151219994.8,62738957.23,489236705,6725000,946431356.53,-248460762.34,16.4633,0.052917,2008.0
2249.0,2015,大洋电机,1407068956.5,7605955337.89,3757723348.21,3393764567.14,363958781.07,1063190405.47,4000000,3848231989.68,372109570.85,43.8207,0.213191,2008.0
2250.0,2015,联化科技,625028957.15,6345163881.13,2163605439.31,1434343290.74,729262148.57,534927736,0,4181558441.82,644576317.16,30.488,0.095457,2008.0
2251.0,2015,步步高,1163413056.43,12279376179.02,7281446316.37,6509771765,771674551.37,1127573936.06,449000000,4997929862.65,214511439.41,38.8371,0.17596,2008.0
2252.0,2015,上海莱士,1918826406.19,11556011686.37,843641191.04,246990375.07,596650815.97,0,0,10712370495.33,1480428234.86,32.0782,0.201547,2008.0
2253.0,2015,*ST 智胜,494492886.43,1607073726.57,292014033.44,258078347.34,33935686.1,21800000,0,1315059693.13,37037469.42,8.9465,0.020045,2008.0
2254.0,2015,泰和新材,176371220.29,2557720523.88,450575030.02,404211458.49,46363571.53,2680558.08,0,2107145493.86,109114572.73,36.3222,0.132678,2008.0
2255.0,2015,海陆重工,287342750.26,3662396657.75,1312831338.51,1183280988.67,129550349.84,13000000,0,2349565319.24,104585432.75,20.673,0.051089,2008.0
2256.0,2015,兆新股份,267656227.05,1862490313.01,1262063577.57,1047623409.68,214440167.89,549540000,0,600426735.44,51915066.78,38.8956,0.152878,2008.0
2258.0,2015,利尔化学,164283670.69,2556676265.72,1005218123.82,730390141.44,274827982.38,330000000,209000000,1551458141.9,144752829.49,27.26,0.150896,2008.0
2259.0,2015,升达林业,822113655.98,3180765222.99,1962186738.28,1572755855.28,389430883,443700000,384000000,1218578484.71,18811954.8,29.0234,0.088639,2008.0
2260.0,2015,德奥退,214660671.96,861468510.86,530729898.63,508020042.3,22709856.33,153469504.44,0,330738612.23,-21536001.48,24.656,0.06402,2008.0
2261.0,2015,拓维信息,624506263.76,4323377532.49,757871464.87,662776064.79,95095400.08,40000000,38903532.25,3565506067.62,214194139.78,17.2656,0.056356,2008.0
2262.0,2015,恩华药业,744839241.03,2550922408.08,723603465.34,688998800.34,34604665,238000000,230000,1827318942.74,255281369.52,40.0899,0.168108,2008.0
2263.0,2015,大东南,495193214.28,4214399721.98,1203026489.63,1119812667.41,83213822.22,833054601.39,0,3011373232.35,-3472055.34,28.6384,0.085189,2008.0
2264.0,2015,新华都,297284099.1,3516552055.47,2894502053.85,2880480453.48,14021600.37,550000000,0,622050001.62,-394452018.59,43.9429,0.204688,2008.0
2265.0,2015,建设工业,30703004.25,770496093.09,281589353.58,266089353.58,15500000,43000000,0,488906739.51,-32846025.98,48.2009,0.264342,2008.0
2266.0,2015,浙富控股,321134187.65,5212294945.66,2071791151.07,1524805101.58,546986049.49,730000000,470000000,3140503794.59,100536156.9,20.0085,0.041993,2008.0
2267.0,2015,陕天然气,1048381274.01,10100538935.28,4994585354.8,2693772666.61,2300812688.19,720000000,638000000,5105953580.48,589118786.78,55.3605,0.310846,2008.0
2268.0,2015,电科网安,564589428.7,2623701119.69,1184773992.86,1113068124.2,71705868.66,25000000,0,1438927126.83,162559116.11,44.2044,0.199939,2008.0
2269.0,2015,美邦服饰,1194066765,6954969174,3850774883,2995261587,855513296,1275725000,0,3104194291,-431921501,50.3755,0.264449,2008.0
2270.0,2015,华明装备,600039916.09,2032518847.83,352929438.22,317572719.11,35356719.11,50000000,0,1679589409.61,203145778.07,35.9126,0.144437,2008.0
2271.0,2015,东方雨虹,624214968.32,6084059679.83,2015631747.95,1951920458.45,63711289.5,622816164.23,0,4068427931.88,728814633.89,31.3611,0.103135,2008.0
2272.0,2015,川润股份,204274217.27,1738139631.53,585055178.44,522741250.02,62313928.42,59000000,0,1153084453.09,-67865903.67,21.0094,0.053791,2008.0
2273.0,2015,水晶光电,391903236.11,3085916943.95,371885522.91,319205935.58,52679587.33,0,0,2714031421.04,152363068.06,22.7426,0.054008,2008.0
2274.0,2015,华昌化工,528466754.64,6254607645.93,3482810206.85,2916782662.12,566027544.73,1494500000,444000000,2771797439.08,29543840.89,31.8008,0.129265,2008.0
2275.0,2015,桂林三金,706889832.96,2759713199.53,416590065.48,309996550.42,106593515.06,50000000,0,2343123134.05,376672835.42,61.1101,0.38211,2009.0
2276.0,2015,万马股份,737780460.96,5043903197.15,1976817205.65,1506806218.94,470010986.71,219000000,160000000,3067085991.5,276190525.41,44.7226,0.200639,2009.0
2277.0,2015,友阿股份,1117581608.35,10526662139.36,6749897911.97,4605017293.45,2144880618.52,1010000000,1078700000,3776764227.39,300770616.56,36.5679,0.13459,2009.0
2278.0,2015,神开股份,194610279.2,1747571818.91,518981326.44,366130499.99,152850826.45,4000000,0,1228590492.47,14825769.11,13.074,0.038926,2009.0
2279.0,2015,久其软件,849766266.1,2497285739.62,519973987.3,498859661.95,21114325.35,78047200,0,1977311752.32,129782974.26,24.1687,0.096822,2009.0
2280.0,2015,ST 联络,595332479.76,1857626238.68,703296953.9,642642859.06,60654094.84,500000000,0,1154329284.78,321103994.85,27.7894,0.118635,2009.0
2281.0,2015,光迅科技,567603649.2,4215440509.41,1561416765.27,1430574124.11,130842641.16,22750300.2,0,2654023744.14,243261589.14,45.3807,0.210923,2009.0
2282.0,2015,博深股份,148857358.09,1035928285.44,254102327.71,248385661.04,5716666.67,120467992.2,0,781825957.73,6596655.16,13.8344,0.06221,2009.0
2283.0,2015,天润工业,232159898.42,4786077566.42,1364153723.95,1333035070.25,31118653.7,680000000,0,3421923842.47,153211442.81,39.1018,0.156315,2009.0
2284.0,2015,亚太股份,568787031.54,4252123055.7,1625009036.92,1555872674.38,69136362.54,302000000,0,2627114018.78,148688156.67,38.7971,0.157926,2009.0
2285.0,2015,世联行,2926144765.79,7398023267.87,3753881061.77,3709041061.77,44840000,1176000000,0,3644142206.1,544007870,39.7758,0.174338,2009.0
2286.0,2015,保龄宝,274330117.91,1913550386.67,435435515.86,402737228.49,32698287.37,131657000,0,1478114870.81,40945993.82,26.7616,0.076911,2009.0
2287.0,2015,奇正藏药,352438938.7,2070132376.07,419050095.03,347586571.89,71463523.14,130000000,0,1651082281.04,261357376.53,69.1576,0.521091,2009.0
2288.0,2015,*ST 超华,351637535.86,2412345016.99,863690982.16,842539480.71,21151501.45,520847760,,1548654034.83,-160789324.95,18.3249,0.078912,2009.0
2289.0,2015,*ST 宇顺,450764294.03,3210235077.17,2631731055.24,2477447048.72,154284006.52,920931662.34,69482166.08,578504021.93,-1102879506.77,13.9726,0.027337,2009.0
2290.0,2015,禾盛新材,197966499.38,1335363522.48,499082296.45,476684350.67,22397945.78,120000000,0,836281226.03,28268059.59,29.802,0.110002,2009.0
2291.0,2015,遥望科技,254061107.75,3027584668.02,1205022568.12,1164022568.12,41000000,176740000,41000000,1822562099.9,23906688.64,36.742,0.194723,2009.0
2292.0,2015,奥飞娱乐,411105835.25,4809286924.08,1722435447.37,1149224116.14,573211331.23,651838155.18,0,3086851476.71,480704634.93,48.6404,0.255873,2009.0
2293.0,2015,罗莱生活,589602793.26,3484849303.8,829389690.41,813759552.95,15630137.46,100000000,0,2655459613.39,423089068.52,17.8109,0.068608,2009.0
2294.0,2015,信立泰,1005429958.41,5386882729.78,691251322.58,598992636.36,92258686.22,0,60000000,4695631407.2,1269673698.37,67.7332,0.459779,2009.0
2295.0,2015,精艺股份,148797203.85,1255449793.03,201249318.87,196937868.6,4311450.27,102341692.34,0,1054200474.16,6366100.65,15.404,0.06684,2009.0
2296.0,2015,辉煌科技,819070867.2,2142982119.35,691455967.68,401689311.42,289766656.26,50000000,20000000,1451526151.67,74923796.86,14.609,0.026697,2009.0
2297.0,2015,博云新材,335791783.42,1750011099.45,704582685.69,651828717.14,52753968.55,398000000,0,1045428413.76,-139615609.61,18.1716,0.047437,2009.0
2298.0,2015,中电鑫龙,451183324.53,5095488095.64,1982043009.94,1577004476.71,405038533.23,635000000,358000000,3113445085.7,77775568.73,20.1281,0.072233,2009.0
2299.0,2015,圣农发展,517672331.46,10960839132.36,5381295475.95,4959961401.98,421334073.97,2496000000,319200000,5579543656.41,-499037167.66,42.4565,0.214026,2009.0
2300.0,2015,太阳电缆,335726286.56,3048399292.76,1720428237.57,1588789948.11,131638289.46,1237956400,0,1327971055.19,189482320.99,22.3078,0.118442,2009.0
2301.0,2015,齐心集团,472983512.02,2443583441.78,1298026111.39,1089573850.85,208452260.54,275358452.98,33000000,1145557330.39,19809763.07,49.4111,0.251053,2009.0
2302.0,2015,西部建设,2271291877.88,12556220750.58,8186551568.81,7055936225.11,1130615343.7,1154680000,90700000,4369669181.77,366680451.09,36.1775,0.178307,2009.0
2303.0,2015,美盈森,823790669.41,3226501367.01,770425804.45,740543347.4,29882457.05,0,6886086.2,2456075562.56,216080018.02,45.7564,0.223092,2009.0
2304.0,2015,洋河股份,4707796539.41,33860320967.06,10918840106.17,10577645953.33,341194152.84,0,218180,22941480860.89,5365199298.22,34.1648,0.151167,2009.0
2305.0,2015,*ST 南置,2480534715.18,19086660285.79,15892881349.25,5996038651.67,9896842697.58,835030000,6426000000,3193778936.54,83763764.07,24.2724,0.144955,2009.0
2306.0,2015,*ST 云网,19778866.49,179552130.51,160038676.83,160038676.83,0,0,0,19513453.68,50247136.74,22.695,0.051714,2009.0
2307.0,2015,北新路桥,2528623473.12,12708052892.31,10154403120.54,6955517404.93,3198885715.61,1697400000,2499622983.99,2553649771.77,9073775.58,45.7462,0.209439,2009.0
2308.0,2015,*ST 威创,352738892.2,2881719843.43,711883270.16,673308919.68,38574350.48,0,0,2169836573.27,119132505.9,39.6448,0.160407,2009.0
2309.0,2015,*ST 中利,3637951601.01,21297904240.93,15680600382.8,12295730358.83,3384870023.97,3687385072.81,1481414158.78,5617303858.13,507192801.29,46.6676,0.219332,2009.0
2310.0,2015,*ST 东园,2655374114.34,17695635569.68,11295103299.3,9687006295.37,1608097003.93,2005650000,68000000,6400532270.38,600079402.81,47.2085,0.233756,2009.0
2311.0,2015,海大集团,1167080740.39,8184667625.29,3087469260.42,2954575983.39,132893277.03,162228068.65,0,5097198364.87,791892139.45,59.2306,0.351979,2009.0
2312.0,2015,川发龙蟒,2243363642.15,6875082092.77,2439578656.84,1760739325.03,678839331.81,883400000,640000000,4435503435.93,-37927928,30.5273,0.100246,2009.0
2313.0,2015,日海智能,612722939.91,4402455936.96,2189269743.7,2168393720.84,20876022.86,398000000,0,2213186193.26,-49363490.16,24.6875,0.061963,2009.0
2314.0,2015,南山控股,2503506070.22,11385107536.65,5411949254.15,4483250228.11,928699026.04,0,0,5973158282.5,225726521.42,50.0272,0.284782,2009.0
2315.0,2015,焦点科技,924432304.02,2454221100.76,432207381.46,372613455.54,59593925.92,0,0,2022013719.3,155396313.65,58.6092,0.345176,2009.0
2316.0,2015,ST 亚联,416483109.12,1960432172.67,1100440590.89,990440590.92,109999999.97,325580000,109999999.97,859991581.78,18361115.96,19.8413,0.073683,2009.0
2317.0,2015,众生药业,140586352.33,3334027157.94,1224475969.86,1167514469.63,56961500.23,172779680.24,0,2109551188.08,295632803.97,31.9186,0.104251,2009.0
2318.0,2015,久立特材,341179227.6,3646024605.5,1098586903.02,929167235.86,169419667.16,202803481.94,64000000,2547437702.48,112874149.78,36.2315,0.132939,2009.0
2319.0,2015,乐通股份,64844196.89,1197181312.8,630930768.37,564057643.37,66873125,247350000,64873125,566250544.43,4727894.73,13.0,0.017568,2009.0
