code,year,stknme,FS_Combas-A001101000,FS_Combas-A001000000,FS_Combas-A002000000,FS_Combas-A002100000,FS_Combas-A002200000,FS_Combas-A002101000,FS_Combas-A002201000,FS_Combas-A003000000,FS_Comins-B002000000,Shrcr1,Shrhfd5,listing_year
2030.0,2015,达安基因,1164557618.61,3041736226.4,1102026646.31,1069121041.97,32905604.34,616908160.53,0,1939709580.09,117752554.23,16.6299,0.05212,2004.0
2031.0,2015,巨轮智能,1266761003.52,4369150485.21,1273307177.66,1176602112.07,96705065.59,880827600,31241775.34,3095843307.55,130170841.01,18.2374,0.052729,2004.0
2032.0,2015,苏泊尔,1041013222.62,7396105410.33,2386374848.25,2374369029.16,12005819.09,0,0,5009730562.08,986506139.28,73.1317,0.544568,2004.0
2033.0,2015,丽江股份,1371220108.87,2739698417.29,561057983.08,219607248.68,341450734.4,0,0,2178640434.21,248582855.38,15.7306,0.037021,2004.0
2034.0,2015,旺能环境,161860374.91,796997721.05,303650903.75,291847172.29,11803731.46,0,1772533.1,493346817.3,41364009.63,34.238,0.123524,2004.0
2035.0,2015,华帝股份,379054999.35,2775891021.12,1205064215.11,1192764215.11,12300000,31234216,0,1570826806.01,217451191.37,17.42,0.055243,2004.0
2036.0,2015,联创电子,621867997.86,2866084113.95,1299359318.43,1088818262.58,210541055.85,608391298.74,120000000,1566724795.52,169632769.5,14.1147,0.054011,2004.0
2037.0,2015,保利联合,1009025580.37,8313219998.9,5996019872.03,5042559191.77,953460680.26,1569687868.69,333826665.49,2317200126.87,89547636.74,30.0,0.093053,2004.0
2038.0,2015,双鹭药业,1469562267.55,3761619252.45,148401658.08,111000360.96,37401297.12,0,0,3613217594.37,577217128.1,22.5523,0.0958,2004.0
2039.0,2015,黔源电力,237687979.62,18229957661.01,13933869099.67,1699728700.11,12234140399.56,353850000,12167374400,4296088561.34,633478634.26,13.5844,0.038136,2005.0
2040.0,2015,南京港,70446066,1090417522,401471433,313530273,87941160,10000000,0,688946089,23309413,60.2758,0.36372,2005.0
2041.0,2015,登海种业,406819881.65,4297577393.59,1112573497.8,1018144552.32,94428945.48,0,0,3185003895.79,491453155.13,53.1827,0.288977,2005.0
2042.0,2015,华孚时尚,731463334.86,9397689770.27,5651802375.5,5090965290.56,560837084.94,3309371509.19,379976292.2,3745887394.77,339375541.43,41.6735,0.185334,2005.0
2043.0,2015,兔宝宝,194497267.08,1165649649.78,248497631.23,227837527.22,20660104.01,0,0,917152018.55,97153856.7,33.2721,0.11089,2005.0
2044.0,2015,美年健康,1105736784.18,4480946459.94,1239418534.6,1116429259.08,122989275.52,478500000,86379900,3241527925.34,286160233.19,11.2236,0.032762,2005.0
2045.0,2015,国光电器,343351489,2877497994,1548090282,1135591352,412498930,223379840,395165873,1329407712,43877121,21.8786,0.055915,2005.0
2046.0,2015,国机精工,225246466.84,2242694312.53,1023771517.62,846332408.64,177439108.98,460000000,75000000,1218922794.91,-183966843.5,41.073,0.170011,2005.0
2047.0,2015,*ST 宝鹰,854315967.46,6895636643.06,4304223082.54,4295258039.58,8965042.96,1252538000,8965042.96,2591413560.52,376808558.29,21.506,0.077806,2005.0
2048.0,2015,宁波华翔,1355795291.92,10528624504.45,4848388032.75,4043704163.7,804683869.05,1113129682.86,49666400,5680236471.7,416466367.19,16.9677,0.038508,2005.0
2049.0,2015,紫光国微,737398409.96,4129445552.21,1195183740.41,598149146.42,597034593.99,30000000,0,2934261811.8,332356846.73,41.3823,0.179066,2005.0
2050.0,2015,三花智控,1159802156.96,8039483337.35,3351855412.61,2507062872.99,844792539.62,646051374.88,660863356.72,4687627924.74,608352368.92,42.7627,0.197078,2005.0
2051.0,2015,中工国际,8991718927.79,19840415252.44,13403772151.13,12942429465.29,461342685.84,48305391.74,333200293.54,6436643101.31,986320823.31,58.6428,0.3447,2006.0
2052.0,2015,*ST 同洲,743877126.67,3019313097.6,1531069508.55,1518285574.26,12783934.29,750000000,,1488243589.05,-42626884.06,16.8809,0.038149,2006.0
2053.0,2015,云南能投,400105287.26,4043873127.89,2060953723.8,1498883295.49,562070428.31,288395000,441075000,1982919404.09,113193412.5,33.426,0.185698,2006.0
2054.0,2015,德美化工,223766833.57,2489064366.89,520835608.56,368253806.93,152581801.63,107490000,96000000,1968228758.33,327327414.33,21.9009,0.079295,2006.0
2055.0,2015,得润电子,425733189.75,5415867400.9,3651834239.1,3028190476.65,623643762.45,1068105380.87,461921220.76,1764033161.8,60803990.9,31.0251,0.102002,2006.0
2056.0,2015,横店东磁,404396102.1,5139545930.29,1597932715.3,968628036.58,629304678.72,0,0,3541613214.99,323071998.4,50.146,0.254943,2006.0
2057.0,2015,中钢天源,94379374.4,602665650.24,91221937.76,79084675.82,12137261.94,0,0,511443712.48,16285312.06,25.9393,0.074329,2006.0
2058.0,2015,*ST 威尔,79018194.59,224775113.48,40805159.06,37433007.8,3372151.26,7500000,0,183969954.42,-11910505.18,15.0025,0.055289,2006.0
2059.0,2015,云南旅游,446791840.26,4059272544.33,2020709882.47,1565431983.29,455277899.18,60000000,8500000,2038562661.86,108051297.04,49.5194,0.25894,2006.0
2060.0,2015,广东建工,1917745132.89,14594443486.46,11968849058.26,6367094270.84,5601754787.42,1267574980.04,4127721140.57,2625594428.2,107899057.49,34.5306,0.119558,2006.0
2061.0,2015,浙江交科,214179491.03,2524003611.71,1643458499.11,1349036026.34,294422472.77,669500000,270100000,880545112.6,-183344270.26,30.2163,0.091611,2006.0
2062.0,2015,宏润建设,2183960358.16,14897235302.93,12162193501.66,10676865482.93,1485328018.73,2630000000,1212500000,2735041801.27,212839600.33,44.9309,0.225849,2006.0
2063.0,2015,远光软件,932376100.95,2035907298.21,318703134.88,292087413.27,26615721.61,0,0,1717204163.33,110011481.77,11.6125,0.022034,2006.0
2064.0,2015,华峰化学,162632126.97,5385016925.76,2030990549.4,1509398049.4,521592500,899604210.62,412200000,3354026376.36,254126518.04,29.6613,0.096467,2006.0
2065.0,2015,东华软件,1138049591.2,11156713729.02,2545644525.36,2370528374.31,175116151.05,840483294.08,0,8611069203.66,1138942886.2,20.3242,0.067269,2006.0
2066.0,2015,瑞泰科技,255779520.58,3510650901.83,2649554491.82,2366022610.82,283531881,1522700000,210000000,861096410.01,-55834168.2,40.1288,0.162105,2006.0
2067.0,2015,景兴纸业,367027791.5,5718285131.48,2708189106.19,1757390136.06,950798970.13,1273613747.96,196900000,3010096025.29,2080359.79,16.2896,0.026678,2006.0
2068.0,2015,黑猫股份,509667953.95,6354669597.22,4258225359.15,3864758430.7,393466928.45,2590841736.01,292400000,2096444238.07,20143556.97,43.5943,0.190453,2006.0
2069.0,2015,獐子岛,579527692.27,4485387128.18,3577201420.49,2329664892.09,1247536528.4,1725512399.77,1191537728.39,908185707.69,-245439032.49,45.7634,0.222463,2006.0
2070.0,2015,众和退,23096484.47,2706427030.13,1945021979.36,1517527040.21,427494939.15,855055586.82,414250000,761405050.77,-151429080.21,14.3831,0.037783,2006.0
2071.0,2015,长城退,184291756.57,2917122724.8,1763415297.58,1665545343.09,97869954.49,399000000,93000000,1153707427.22,290491193.69,34.8472,0.128326,2006.0
2072.0,2015,凯瑞德,907988.08,717236961.37,635733764.31,635733764.31,0,387390280.48,0,81503197.06,-105895668.26,12.2159,0.020206,2006.0
2073.0,2015,软控股份,701914741.49,8060701851.38,3600552110.44,3220693853.72,379858256.72,1292476101.06,0,4460149740.94,196990658.01,17.6799,0.035135,2006.0
2074.0,2015,国轩高科,2010655366.23,6713272488.09,3671222412.63,2744627370.26,926595042.37,344000000,148000000,3042050075.46,587306172.18,25.1867,0.089212,2006.0
2075.0,2015,沙钢股份,689129947.11,6550056899.07,2496026821.75,2390292146.24,105734675.51,248000000,0,4054030077.32,-129434753.52,19.8845,0.05801,2006.0
2076.0,2015,*ST 星光,341988711.35,1432166342.15,428253897,392489523.67,35764373.33,122500000,19419440.95,1003912445.15,51973339.59,32.3454,0.118978,2006.0
2077.0,2015,大港股份,931083236.11,5266195738.09,3465747645.16,2968789439.29,496958205.87,2135920000,300000000,1800448092.93,-42534688.88,69.3137,0.480748,2006.0
2078.0,2015,太阳纸业,1527568813.95,19717853492.2,12324178104.17,9139667950.32,3184510153.85,5253751771,1720330292.8,7393675388.03,755101876.53,55.8754,0.313218,2006.0
2079.0,2015,苏州固锝,322055175.44,1489615267.08,197125187.89,178230675.9,18894511.99,7312.77,0,1292490079.19,18712092.76,34.284,0.12144,2006.0
2080.0,2015,中材科技,702503413.94,7997507624.18,4910132610.65,4336823795.61,573308815.04,805000000,122778978.84,3087375013.53,336816725.24,54.3246,0.298762,2006.0
2081.0,2015,金螳螂,1222846234.01,24804885820.53,16058556251.2,15512080542.27,546475708.93,1077494326.44,42208400,8746329569.33,1605682347.44,24.6965,0.119251,2006.0
2082.0,2015,万邦德,276139572.15,1617270784.42,270281545.08,256546139.91,13735405.17,5000000,0,1346989239.34,68433410.31,18.8838,0.041472,2006.0
2083.0,2015,孚日股份,970696179,7662405911,4670451360.27,4228468956.44,441982403.83,2904226789.03,329872000,2991954550.73,312602635.54,25.422,0.070165,2006.0
2084.0,2015,海鸥住工,319057493.49,1839813943.92,693074545.59,521207878.92,171866666.67,109090968,170000000,1146739398.33,46658043.07,30.0684,0.104923,2006.0
2085.0,2015,万丰奥威,1225751717.12,8846201192.31,4136073193.59,2633208334.58,1502864859.01,288000000,680841276.8,4710127998.72,912341480.52,45.6935,0.218252,2006.0
2086.0,2015,东方海洋,1139735807.1,3767744771.8,941911959.67,686268243.88,255643715.79,233480800,161294117.63,2825832812.13,50321579.44,35.1898,0.130441,2006.0
2087.0,2015,新纺退,602257169.41,6216996521.07,4193153577.63,2198409805.59,1994743772.04,1282800000,395000000,2023842943.44,117224680.09,32.9976,0.110458,2006.0
2088.0,2015,鲁阳节能,67144996.09,2101456975.08,498898630.88,482310406.88,16588224,212000000,0,1602558344.2,57545660.18,29.0,0.105529,2006.0
2089.0,2015,新海退,615186314.47,4879992579.87,2878929414.68,2557785662.38,321143752.3,1147152514.11,312314585.63,2001063165.19,158113478.9,18.0506,0.062248,2006.0
2090.0,2015,金智科技,455600392.47,2642440104.35,1430914085.85,1058929780.05,371984305.8,388500000,316639091.57,1211526018.5,139014454.15,37.6996,0.147894,2006.0
2091.0,2015,江苏国泰,529879663.07,3744638629.38,1871536367.58,1834872155.43,36664212.15,691702492.16,0,1873102261.8,252927025.8,30.3982,0.097623,2006.0
2092.0,2015,中泰化学,1552473744.51,37027654471.47,25062670081.86,12680084629.01,12382585452.85,3494766432.64,4142537777.77,11964984389.61,187485840.21,24.4925,0.065134,2006.0
2093.0,2015,国脉科技,193565604.83,2847455981.04,1497946217.85,633544019.95,864402197.9,10000000,445000000,1349509763.19,39148994.49,25.509,0.132557,2006.0
2094.0,2015,青岛金王,455732188.13,1917983285.87,1113991922.16,888059593.4,225932328.76,440000000,120000000,803991363.71,113106228.19,27.0253,0.091208,2006.0
2095.0,2015,生意宝,350720058.94,591845602.48,83786853.23,80401172.54,3385680.69,0,0,508058749.25,17921125.57,48.75,0.245239,2006.0
2096.0,2015,易普力,686456595.38,3697673993.31,1306535614.89,1107892637.26,198642977.63,460000000,57800000,2391138378.42,125764007.44,41.6244,0.228816,2006.0
2097.0,2015,山河智能,918869206.57,6319163085.73,3895004390.08,3737784195.27,157220194.81,1856185566.78,44796284.26,2424158695.65,-35257978.28,21.7076,0.055362,2006.0
2098.0,2015,浔兴股份,173456690.44,1476910357.78,435403162.22,385698255.83,49704906.39,197000000,0,1041507195.56,71968330.7,32.1902,0.131017,2006.0
2099.0,2015,海翔药业,727922893.89,4830763379.43,1258017397.59,1041073771.98,216943625.61,612597440,0,3572745981.84,509496696.88,37.9068,0.152116,2006.0
2100.0,2015,天康生物,731956548.45,3805261766.08,1420041774.94,1268744714.61,151297060.33,619317740,0,2385219991.14,244813646.07,29.472,0.121428,2006.0
2101.0,2015,广东鸿图,148334575.28,2761576599.8,1305117607.36,1095544607.36,209573000,378727439.67,192750000,1456458992.44,128684977.59,16.7175,0.060835,2006.0
2102.0,2015,能特科技,231977417.34,4871709219.66,1962725563.77,935997383.69,1026728180.08,436925788.11,733980888.2,2908983655.89,191301902.36,13.8706,0.046834,2006.0
2103.0,2015,广博股份,208567774.5,2149241015.02,521639737.17,515707437.17,5932300,229870560,0,1627601277.85,83030151.68,22.1258,0.081885,2007.0
2104.0,2015,恒宝股份,541067662.93,1920722745.57,352869545.91,334588199.71,18281346.2,0,0,1567853199.66,374171223.92,21.5642,0.047209,2007.0
2105.0,2015,信隆健康,178441418.54,1313285842.06,797405568.53,782739897.66,14665670.87,427187113.53,6137893.2,515880273.53,-69422876.65,41.9328,0.182963,2007.0
2106.0,2015,莱宝高科,1247556278.69,4281341617.33,787355220.88,558333578,229021642.88,0,0,3493986396.45,-608799810.86,20.8423,0.053905,2007.0
2107.0,2015,沃华医药,191071258.1,668227952.48,120969053.85,81958770.64,39010283.21,0,0,547258898.63,81928389.38,50.2671,0.253412,2007.0
2108.0,2015,沧州明珠,156768653.53,2435486574.73,643643254.32,609480483.65,34162770.67,363000000,0,1791843320.41,215396339.56,30.2524,0.09693,2007.0
2109.0,2015,兴化股份,26667525.3,1773141002.35,741426265.95,609327717.37,132098548.58,255000000,119027120,1031714736.4,-149090842.74,41.3828,0.171375,2007.0
2110.0,2015,三钢闽光,1035389761.58,7124119667.72,5475097763.85,4193545230.04,1281552533.81,2097000000,0,1649021903.87,-928636422.4,68.8891,0.475642,2007.0
2111.0,2015,威海广泰,430898512.38,3338843712.26,1292435502.69,1215909394.64,76526108.05,471730754.85,3113638,2046408209.57,178113505.89,32.1873,0.129405,2007.0
2112.0,2015,三变科技,213577929.09,1433783242.66,949376657.49,943076657.49,6300000,304879170,0,484406585.17,9778270.68,15.2609,0.035267,2007.0
2113.0,2015,*ST 天润,12437203.65,110879530.14,20154370.01,20154370.01,0,0,0,90725160.13,-4388218.14,21.4527,0.050091,2007.0
2114.0,2015,罗平锌电,202875283.74,1789022681.56,961588307.89,882426805.3,79161502.59,682460000,0,827434373.67,17172236.81,35.9025,0.23389,2007.0
2115.0,2015,三维通信,384502916.3,2067790651.54,1098056384.21,671655097.19,426401287.02,10000000,5188193.93,969734267.33,19180299.55,19.3461,0.047944,2007.0
2116.0,2015,中国海诚,1470234759.22,3525115450.15,2424011112.79,2405930327.05,18080785.74,3981740,0,1101104337.36,228000297.84,53.139,0.288618,2007.0
2117.0,2015,东港股份,383596462.05,2028819935.77,538596703.36,522415753.81,16180949.55,0,0,1490223232.41,232210151.43,22.6678,0.078219,2007.0
2118.0,2015,*ST 紫鑫,706753820.33,4998106954.08,2982923906.3,2733186901.06,249737005.24,2353800000,100000000,2015183047.78,39232133.88,43.1732,0.193089,2007.0
2119.0,2015,康强电子,91795543.41,1429241477.64,725809652.73,685852027.69,39957625.04,471456160,0,703431824.91,-53987123.97,19.7209,0.051889,2007.0
2120.0,2015,韵达股份,138965910.09,920055468.09,288879870.13,288324005.13,555865,85858276.25,0,631175597.96,76905696.74,37.1975,0.142412,2007.0
2121.0,2015,科陆电子,903661065.28,10312977195.8,7877428203.16,5310678040.31,2566750162.85,955000000,1362740000,2435548992.64,202032266.17,41.0186,0.169862,2007.0
2122.0,2015,汇洲智能,258196249.19,7555120854.99,2564866574.19,1866469210.9,698397363.29,723000000,190000000,4990254280.8,53429519.3,42.8643,0.186508,2007.0
2123.0,2015,梦网科技,1127029625.49,7340079445.65,2483860486.01,1799422033.26,684438452.75,477300000,0,4856218959.64,106402532.81,14.8093,0.038091,2007.0
2124.0,2015,天邦食品,318401305.18,1967302260.76,841834676.42,828602735.93,13231940.49,539014459.22,5000000,1125467584.34,107602966.74,29.7328,0.125244,2007.0
2125.0,2015,湘潭电化,813991054.64,2631993491.56,1571296815.65,960257666.88,611039148.77,304350000,152311550,1060696675.91,12274292.49,40.1941,0.182191,2007.0
2126.0,2015,银轮股份,317565055.83,3924670975.26,1714267291.88,1145658932.15,568608359.73,103058006.65,1463212.73,2210403683.38,212749759.2,11.156,0.017456,2007.0
2127.0,2015,南极电商,682233670.56,1372789852,137434394.57,135634394.57,1800000,0,0,1235355457.43,172266115.56,20.7367,0.065037,2007.0
2128.0,2015,电投能源,1186617439.43,14079989995,5202089258.55,4438714998.72,763374259.83,2730000000,741090906.25,8877900736.45,532673842.48,59.2189,0.355636,2007.0
2129.0,2015,TCL中环,4740485183.32,21083086502.71,10772012173.75,6816698913.55,3955313260.2,2238372000,1686710800,10311074328.96,212493597.9,27.9454,0.089255,2007.0
2130.0,2015,沃尔核材,257505054.69,3672878948.34,1966729792.21,1281564347.36,685165444.85,946854473.99,190064000,1706149156.13,567007854.98,32.0149,0.102651,2007.0
2131.0,2015,利欧股份,770546898.26,8400027575.17,2610352351.28,2028796530.36,581555820.92,98207177.51,290000000,5789675223.89,239974766.63,16.0224,0.051648,2007.0
2132.0,2015,恒星科技,167221562.66,2813835879.39,951257115.22,632779073.86,318478041.36,373700000,295000000,1862578764.17,41116369.71,34.5363,0.126901,2007.0
2133.0,2015,广宇集团,1031442232.08,8735020499.21,5539964835.97,4661968706.55,877996129.42,185000000,816250000,3195055663.24,-58021980.98,17.4072,0.042536,2007.0
2134.0,2015,天津普林,95914989.93,718130626.89,195831603.45,176251774.51,19579828.94,20578352.11,0,522299023.44,-48299990.2,25.3466,0.110468,2007.0
2135.0,2015,东南网架,871992210.25,9023782715.06,6611391071.11,6026413067.12,584978003.99,1339700000,554908202.4,2412391643.95,37491866.18,25.4689,0.076914,2007.0
2136.0,2015,安纳达,16818545.21,950873800.77,486057074.38,477806804.79,8250269.59,287000000,0,464816726.39,-133302656.2,30.9119,0.101009,2007.0
2137.0,2015,实益达,54240549.53,1333032517.44,421625958.61,418280018.78,3345939.83,53000000,0,911406558.83,19153370.6,43.1024,0.199649,2007.0
2138.0,2015,顺络电子,201707053.7,3239623878.05,830997679.36,669295411.89,161702267.47,206564445.16,12000000,2408626198.69,261535696.81,25.2005,0.071935,2007.0
2139.0,2015,拓邦股份,457985110.6,1628711064.04,656481263.94,648411263.94,8070000,0,0,972229800.1,79298781.96,22.5856,0.055023,2007.0
2140.0,2015,东华科技,1535229321.84,5743361317.77,3752569925.1,3750569925.1,2000000,0,0,1990791392.67,180538714.55,58.3262,0.350046,2007.0
2141.0,2015,*ST 贤丰,74673287.7,565786207.13,232212476.26,229291142.93,2921333.33,109538452.87,0,333573730.87,6567901.49,25.0,0.069133,2007.0
2142.0,2015,宁波银行,0,716464653000,671367334000,0,0,0,0,45097319000,6566991000,18.5815,0.073362,2007.0
2143.0,2015,印纪退,270704861.15,2630639514.92,839194129.58,839194129.58,0,400000000,0,1791445385.34,577282577.69,65.1683,0.447239,2007.0
2144.0,2015,宏达高科,51245590.96,2071252488.95,366014021.18,267488883.18,98525138,0,2130909.11,1705238467.77,124761171.03,21.3616,0.050103,2007.0
2145.0,2015,中核钛白,628460760.61,4790826116.82,2433350779.52,2002546532.33,430804247.19,1323276173.2,175000000,2357475337.3,-126366504.44,36.6885,0.145584,2007.0
2146.0,2015,荣盛发展,13671571823.27,102871331415.26,80855803496.01,59403398604.25,21452404891.76,9155106800,11273940000,22015527919.25,2572165512.04,34.0374,0.153314,2007.0
2147.0,2015,新光退,61996679.78,1208183493.08,336081317.49,328796184.28,7285133.21,252720000,0,872102175.59,-3209874.82,16.2828,0.028802,2007.0
2148.0,2015,北纬科技,170933742.18,1111169717.33,96242458.15,95042458.15,1200000,0,0,1014927259.18,-22520390.72,19.0617,0.039933,2007.0
2149.0,2015,西部材料,245230218.01,2866693572.41,1882433659.92,1597300472.73,285133187.19,696240000,33500000,984259912.49,-175093204.53,35.1915,0.148275,2007.0
2150.0,2015,通润装备,229629064.15,904232683.43,266349914.68,265479067.76,870846.92,35000000,0,637882768.75,70428661.78,42.0022,0.20971,2007.0
2151.0,2015,北斗星通,494601495.03,3791803200.89,1007944490.81,841116676.17,166827814.64,180310000,0,2783858710.08,47417464.3,37.6027,0.155633,2007.0
2152.0,2015,广电运通,2494674751.38,7700178135.23,2936967773.02,2865279344.27,71688428.75,5000000,0,4763210362.21,917578591.62,47.7,0.231245,2007.0
2153.0,2015,石基信息,2021649691.79,5276802862.32,610810609.96,532881457.97,77929151.99,28511052.33,0,4665992252.36,372860202.23,54.7659,0.319963,2007.0
2154.0,2015,报喜鸟,263416227.32,4533691866.2,1736417608.57,1326910344.47,409507264.1,245000000,0,2797274257.63,100017098.36,10.534,0.01969,2007.0
2155.0,2015,湖南黄金,268319524.73,5744546300.39,2320868534.52,1436895285.51,883973249.01,639488494.04,0,3423677765.87,18652221.22,42.385,0.180527,2007.0
2156.0,2015,通富微电,1437970103.61,6511942944.85,2771554272.43,1559789260.14,1211765012.29,823059120,476000000,3740388672.42,147325358.32,31.0935,0.143319,2007.0
2157.0,2015,正邦科技,1527180977.27,9763515971.75,6211783350.48,3878274175.32,2333509175.16,1171973637,1560009460,3551732621.27,335896603.94,26.1638,0.137774,2007.0
2158.0,2015,汉钟精机,949461806.47,2279015917.42,438959948.94,412206083.95,26753864.99,173116575.83,4870200,1840055968.48,156712908.84,32.9683,0.202045,2007.0
2159.0,2015,三特索道,177414323.62,2238295543.41,1037287374.38,832218126.66,205069247.72,315000000,142500000,1201008169.03,62543579.54,15.0706,0.042158,2007.0
2160.0,2015,常铝股份,346046403.46,4711704104.5,2352610602.5,2171417861.9,181192740.6,1295586312,0,2359093502,118418826.57,24.9586,0.094982,2007.0
2161.0,2015,远望谷,249366713.1,1880593827.15,269650469.63,234873631.86,34776837.77,82868526.8,3075498.58,1610943357.52,12520609,24.4013,0.06255,2007.0
2162.0,2015,悦心健康,166088380.22,2143631659.73,1326934537.07,1112773031.86,214161505.21,700000000,71000000,816697122.66,14296042.36,49.6164,0.252082,2007.0
2163.0,2015,海南发展,826449154.19,7020486114.53,5736483794.22,4359924172.97,1376559621.25,2028598138.84,1236377129.9,1284002320.31,-556433155.39,15.2013,0.060753,2007.0
2164.0,2015,宁波东力,67954948.38,1825549634.88,744614907.31,721797223.41,22817683.9,533900000,0,1080934727.57,11168691.82,31.0799,0.102371,2007.0
2165.0,2015,红宝丽,130858622.21,1792480612.97,699129898.68,672652476.38,26477422.3,310000000,0,1093350714.29,108752798.18,24.2936,0.063431,2007.0
2166.0,2015,莱茵生物,195797923.76,2029927403.13,1233989207.78,956595690.26,277393517.52,235000000,70000000,795938195.35,75290260.11,17.5723,0.041863,2007.0
2167.0,2015,东方锆业,69430511.26,2709823513.65,1705661859.77,1202791690.02,502870169.75,488659484.77,0,1004161653.88,-358506935.02,15.6553,0.038552,2007.0
2168.0,2015,*ST 惠程,406626084.56,1431627393.32,230999977.2,224986665.3,6013311.9,0,0,1200627416.13,130251403.31,9.0796,0.010234,2007.0
2169.0,2015,智光电气,359751411.93,3061015739.16,1778149617.66,1276758610.87,501391006.79,570451827.28,168490989.09,1282866121.5,138876122.37,24.0538,0.06011,2007.0
2170.0,2015,芭田股份,497121609.14,3900263036.77,1975933588,1417087187.11,558846400.89,854000000,0,1924329448.77,158314130.5,27.4842,0.086229,2007.0
2171.0,2015,楚江新材,474055928.16,2837050668.45,1127051069.43,1056964963.64,70086105.79,610000000,30000000,1709999599.02,75879689.28,49.5081,0.24793,2007.0
2172.0,2015,澳洋健康,461090805.6,3675759617.95,2495495488.66,2390375599.42,105119889.24,1255255055.28,60000000,1180264129.29,106753384.94,51.8262,0.270631,2007.0
2173.0,2015,创新医疗,98558207.03,1073080788.05,659708614.34,654841507.99,4867106.35,445621449.44,4848013.55,413372173.71,-65337653.1,40.7898,0.179544,2007.0
2174.0,2015,游族网络,201399647.28,2924683775.92,736697358.31,420152432.96,316544925.35,200000000,306000000,2187986417.61,505129371.49,35.1318,0.143398,2007.0
2175.0,2015,东方智造,287738324.37,1994906842.27,1091757205.85,617324486.63,474432719.22,171000000,372000000,903149636.42,66608121.41,15.219,0.029138,2007.0
2176.0,2015,江特电机,311305541.56,6784127513.75,3801702600.15,3550034512.47,251668087.68,910688639.64,80000000,2982424913.6,34207683.36,19.4776,0.041394,2007.0
2177.0,2015,御银股份,453366245.26,2312826510.8,659302129.35,483954260.07,175347869.28,100000000,118523069.28,1653524381.45,69446758.01,23.6137,0.055858,2007.0
2178.0,2015,延华智能,503324845.24,2115793360.76,848989844.24,844401655.32,4588188.92,102900000,0,1266803516.52,114657171.87,18.4602,0.067375,2007.0
2179.0,2015,中航光电,1396325902.42,7463742521.74,3605728500.72,2709013374.48,896715126.24,280000000,255250000,3858014021.02,603323213,41.5735,0.184115,2007.0
2180.0,2015,纳思达,1439428183.59,3119254661.65,1170803901.09,671607116.38,499196784.71,137045034.05,381251878.19,1948450760.56,295081867.59,68.744,0.481012,2007.0
2181.0,2015,粤传媒,541168254.74,4370012729.37,764676040.5,731222973.91,33453066.59,20000000,0,3605336688.87,-54058121.86,47.1075,0.255337,2007.0
2182.0,2015,宝武镁业,193688201.86,2928630857.71,1826630348.74,1719422222.03,107208126.71,1401000000,0,1102000508.97,23261841.32,30.1819,0.091766,2007.0
2183.0,2015,怡亚通,8996190338,32813470839,26194548509,24122316748,2072231761,17665918823,733800000,6618922330,468920492,36.4216,0.133037,2007.0
2184.0,2015,海得控制,181051090.19,1939168709.93,1004224398.88,987260400.43,16963998.45,420616151.8,0,934944311.05,89147607.57,23.5886,0.10769,2007.0
2185.0,2015,华天科技,2122397848.92,7068713474.97,1782491400.21,1252384006.09,530107394.12,205172430.59,357464233.44,5286222074.76,328332692.9,27.5897,0.077756,2007.0
2186.0,2015,全聚德,780310461.65,1860207518.32,392541986.7,374817209.99,17724776.71,0,0,1467665531.62,142780128.18,42.6652,0.187451,2007.0
2187.0,2015,广百股份,1991020404.65,4612180030.2,2092047629.83,2039393215.58,52654414.25,0,0,2520132400.37,244964586.58,53.2314,0.285732,2007.0
2188.0,2015,中天服务,196260959.09,2232124353.35,233645682.51,233218539.65,427142.86,0,0,1998478670.84,10611008.13,20.032,0.058731,2007.0
2189.0,2015,中光学,153985758.12,850913437.24,272407991.03,261186648.95,11221342.08,50000000,0,578505446.21,15042953.75,38.9932,0.156069,2007.0
2190.0,2015,成飞集成,1036289622.16,4695730628.26,1895081247.4,1184261344.14,710819903.26,100000000,430959067,2800649380.86,134625876.24,51.3281,0.26413,2007.0
2191.0,2015,劲嘉股份,570996326.12,5365316561.79,993152202.07,967571070.76,25581131.31,54900320.13,0,4372164359.72,789268020.83,32.7257,0.108977,2007.0
2192.0,2015,融捷股份,106808340.54,929743260.52,164298211.52,127864691.67,36433519.85,0,0,765445049,15940089.67,23.6506,0.0679,2007.0
2193.0,2015,如意集团,396906467.11,1916449614.37,1230787508.48,1172724501.79,58063006.69,648570843.73,15000000,685662105.89,17118360.96,26.2875,0.110318,2007.0
2194.0,2015,武汉凡谷,443777167.16,2496339255.87,453852921.25,447209322.66,6643598.59,0,0,2042486334.62,75034095.6,29.8036,0.179906,2007.0
2195.0,2015,岩山科技,1084659328.73,4821513033.16,375343230.31,369298025.05,6045205.26,3243275,0,4446169802.85,417674092.67,16.4631,0.0744,2007.0
2196.0,2015,方正电机,246451115.48,2760852069.02,517737093.53,449436256.03,68300837.5,113760748.08,0,2243114975.49,57252029.99,17.6527,0.056524,2007.0
2197.0,2015,ST 证通,504533224.9,2942296687.97,1698095049.2,1154191821.55,543903227.65,561739408,77620876.99,1244201638.77,81651045.23,24.57,0.070757,2007.0
2198.0,2015,嘉应制药,46216401.31,1047997444.15,118296988.3,83550252.54,34746735.76,30100000,0,929700455.85,66354921.06,11.2707,0.031668,2007.0
2199.0,2015,*ST 东晶,37538095.96,1384058482.37,917861736.84,629058016.32,288803720.52,219700000,260966981.85,466196745.53,-300169843.68,14.8027,0.048713,2007.0
